First Name:         Last Name:         Rank:           Salary:
FirstName0616       LastName0616      Assistant      118260.22
FirstName0617       LastName0617      Associate       66179.23
FirstName0618       LastName0618      Associate       68037.08
FirstName0619       LastName0619      Assistant      100992.46
FirstName0620       LastName0620      Assistant      113732.43
FirstName0621       LastName0621      Assistant       65569.75
FirstName0622       LastName0622      Assistant       80343.91
FirstName0623       LastName0623      Assistant       62706.79
FirstName0624       LastName0624      Assistant      126314.04
FirstName0625       LastName0625      Assistant       50991.97
FirstName0626       LastName0626      Associate       71980.47
FirstName0627       LastName0627      Associate       73167.09
FirstName0628       LastName0628      Assistant      118311.22
FirstName0629       LastName0629      Assistant       80440.20
FirstName0630       LastName0630      Associate       70796.02
FirstName0631       LastName0631      Assistant       58508.34
FirstName0632       LastName0632      Associate       76607.93
FirstName0633       LastName0633      Associate       69837.90
FirstName0634       LastName0634      Assistant       98964.57
FirstName0635       LastName0635      Assistant       73677.59
FirstName0636       LastName0636      Associate       77352.92
FirstName0637       LastName0637      Assistant       54181.25
FirstName0638       LastName0638      Associate       93967.29
FirstName0639       LastName0639      Assistant       57696.28
FirstName0640       LastName0640      Assistant       78015.81
FirstName0641       LastName0641      Assistant      118074.34
FirstName0642       LastName0642      Associate       95432.17
FirstName0643       LastName0643      Associate       86130.77
FirstName0644       LastName0644      Assistant       89121.45
FirstName0645       LastName0645      Assistant       76703.35
FirstName0646       LastName0646      Assistant       65514.88
FirstName0647       LastName0647      Associate       76040.15
FirstName0648       LastName0648      Assistant       86472.33
FirstName0649       LastName0649      Assistant       69245.85
FirstName0650       LastName0650      Assistant      126870.01
FirstName0651       LastName0651      Assistant      122647.44
FirstName0652       LastName0652      Assistant       68586.87
FirstName0653       LastName0653      Assistant       92017.30
FirstName0654       LastName0654      Assistant       68554.05
FirstName0655       LastName0655      Assistant       77444.43
FirstName0656       LastName0656      Assistant       97516.03
FirstName0657       LastName0657      Assistant       63905.53
FirstName0658       LastName0658      Assistant       78792.62
FirstName0659       LastName0659      Assistant       90567.63
FirstName0660       LastName0660      Assistant      106280.09
FirstName0661       LastName0661      Assistant      115493.10
FirstName0662       LastName0662      Associate       70657.20
FirstName0663       LastName0663      Associate       65749.52
FirstName0664       LastName0664      Assistant      114432.85
FirstName0665       LastName0665      Assistant       95222.60
FirstName0666       LastName0666      Associate       85700.08
FirstName0667       LastName0667      Assistant       72470.13
FirstName0668       LastName0668      Associate       65848.23
FirstName0669       LastName0669      Assistant       50115.43
FirstName0670       LastName0670      Associate       98128.79
FirstName0671       LastName0671      Associate       68488.69
FirstName0672       LastName0672      Associate       80479.86
FirstName0673       LastName0673      Assistant       64111.50
FirstName0674       LastName0674      Associate       64086.77
FirstName0675       LastName0675      Assistant      129909.54
FirstName0676       LastName0676      Assistant      106933.54
FirstName0677       LastName0677      Assistant       64840.65
FirstName0678       LastName0678      Assistant       84014.27
FirstName0679       LastName0679      Assistant       59393.33
FirstName0680       LastName0680      Assistant       70797.87
FirstName0681       LastName0681      Assistant       67968.47
FirstName0682       LastName0682      Assistant       83646.71
FirstName0683       LastName0683      Associate       94721.52
FirstName0684       LastName0684      Assistant       75719.64
FirstName0685       LastName0685      Assistant       69104.03
FirstName0686       LastName0686      Assistant      102189.40
FirstName0687       LastName0687      Assistant      109066.40
FirstName0688       LastName0688      Associate       84987.40
FirstName0689       LastName0689      Associate       87850.44
FirstName0690       LastName0690      Assistant       96511.39
FirstName0691       LastName0691      Assistant       93056.83
FirstName0692       LastName0692      Assistant       55024.70
FirstName0693       LastName0693      Assistant       60247.62
FirstName0694       LastName0694      Associate       90927.10
FirstName0695       LastName0695      Assistant       51200.43
FirstName0696       LastName0696      Associate       68452.08
FirstName0697       LastName0697      Associate       76668.98
FirstName0698       LastName0698      Assistant      100503.43
FirstName0699       LastName0699      Assistant       74890.49
FirstName0700       LastName0700      Assistant       72078.36
FirstName0701       LastName0701      Assistant       76489.68
FirstName0702       LastName0702      Associate       87496.54
FirstName0703       LastName0703      Assistant       62377.99
FirstName0704       LastName0704      Assistant      108227.00
FirstName0705       LastName0705      Associate       76546.15
FirstName0706       LastName0706      Associate       67053.28
FirstName0707       LastName0707      Assistant      100647.84
FirstName0708       LastName0708      Associate       81120.60
FirstName0709       LastName0709      Assistant      114494.35
FirstName0710       LastName0710      Assistant       97672.58
FirstName0711       LastName0711      Assistant       72874.16
FirstName0712       LastName0712      Assistant       51017.61
FirstName0713       LastName0713      Assistant       74541.89
FirstName0714       LastName0714      Assistant       73731.88
FirstName0715       LastName0715      Associate       78231.34
FirstName0716       LastName0716      Associate       73409.92
FirstName0717       LastName0717      Assistant       72471.48
FirstName0718       LastName0718      Associate       89779.70
FirstName0719       LastName0719      Assistant       53844.25
FirstName0720       LastName0720      Assistant       58215.94
FirstName0721       LastName0721      Associate       76354.48
FirstName0722       LastName0722      Assistant       80700.18
FirstName0723       LastName0723      Associate       77407.39
FirstName0724       LastName0724      Assistant       72201.35
FirstName0725       LastName0725      Assistant       65798.45
FirstName0726       LastName0726      Assistant       57207.67
FirstName0727       LastName0727      Assistant       63595.38
FirstName0728       LastName0728      Associate       69246.02
FirstName0729       LastName0729      Associate       98978.39
FirstName0730       LastName0730      Assistant      117374.77
FirstName0731       LastName0731      Associate       62952.13
FirstName0732       LastName0732      Assistant      100255.78
FirstName0733       LastName0733      Assistant      124215.05
FirstName0734       LastName0734      Assistant      122087.65
FirstName0735       LastName0735      Assistant       51334.95
FirstName0736       LastName0736      Assistant       84210.53
FirstName0737       LastName0737      Assistant       95117.51
FirstName0738       LastName0738      Associate       75574.44
FirstName0739       LastName0739      Assistant      102612.74
FirstName0740       LastName0740      Assistant       66989.61
FirstName0741       LastName0741      Assistant      106748.39
FirstName0742       LastName0742      Associate       83785.15
FirstName0743       LastName0743      Assistant       80337.38
FirstName0744       LastName0744      Assistant       51451.53
FirstName0745       LastName0745      Assistant      115735.28
FirstName0746       LastName0746      Assistant       75033.92
FirstName0747       LastName0747      Assistant       51705.91
FirstName0748       LastName0748      Assistant       80126.99
FirstName0749       LastName0749      Assistant       56138.86
FirstName0750       LastName0750      Assistant       69598.24
FirstName0751       LastName0751      Associate       91395.38
FirstName0752       LastName0752      Assistant      103692.56
FirstName0753       LastName0753      Associate       79986.00
FirstName0754       LastName0754      Associate       73789.26
FirstName0755       LastName0755      Assistant       75305.29
FirstName0756       LastName0756      Associate       80404.95
FirstName0757       LastName0757      Assistant       90614.37
FirstName0758       LastName0758      Associate       83111.95
FirstName0759       LastName0759      Assistant       62561.61
FirstName0760       LastName0760      Assistant       50736.05
FirstName0761       LastName0761      Associate       76534.22
FirstName0762       LastName0762      Associate       94663.03
FirstName0763       LastName0763      Assistant       68413.51
FirstName0764       LastName0764      Assistant      107167.74
FirstName0765       LastName0765      Assistant       68257.63
FirstName0766       LastName0766      Assistant       77573.21
FirstName0767       LastName0767      Assistant       55093.50
FirstName0768       LastName0768      Assistant      103579.74
FirstName0769       LastName0769      Assistant       63227.64
FirstName0770       LastName0770      Associate       66012.58
FirstName0771       LastName0771      Associate       78424.87
FirstName0772       LastName0772      Assistant       81652.02
FirstName0773       LastName0773      Assistant      108587.73
FirstName0774       LastName0774      Assistant      124181.53
FirstName0775       LastName0775      Associate       94406.22
FirstName0776       LastName0776      Assistant       60806.06
FirstName0777       LastName0777      Associate       89606.33
FirstName0778       LastName0778      Assistant       53016.30
FirstName0779       LastName0779      Assistant      120601.51
FirstName0780       LastName0780      Assistant       79096.91
FirstName0781       LastName0781      Assistant       83463.14
FirstName0782       LastName0782      Associate       82041.81
FirstName0783       LastName0783      Assistant       59584.61
FirstName0784       LastName0784      Assistant       73518.18
FirstName0785       LastName0785      Assistant       61069.08
FirstName0786       LastName0786      Associate       95216.58
FirstName0787       LastName0787      Assistant       60318.45
FirstName0788       LastName0788      Assistant      105258.18
FirstName0789       LastName0789      Assistant       89749.95
FirstName0790       LastName0790      Associate       97488.53
FirstName0791       LastName0791      Assistant      119446.75
FirstName0792       LastName0792      Assistant      104470.90
FirstName0793       LastName0793      Associate       67128.19
FirstName0794       LastName0794      Associate       70792.88
FirstName0795       LastName0795      Assistant       78595.94
FirstName0796       LastName0796      Assistant       84673.32
FirstName0797       LastName0797      Assistant       59780.87
FirstName0798       LastName0798      Associate       90904.48
FirstName0799       LastName0799      Assistant       50199.05
FirstName0800       LastName0800      Assistant       53597.49
FirstName0801       LastName0801      Assistant       61877.57
FirstName0802       LastName0802      Assistant      117762.06
FirstName0803       LastName0803      Assistant       76657.93
FirstName0804       LastName0804      Assistant       94614.65
FirstName0805       LastName0805      Assistant       83783.89
FirstName0806       LastName0806      Assistant       81929.06
FirstName0807       LastName0807      Assistant       52152.87
FirstName0808       LastName0808      Assistant       55396.89
FirstName0809       LastName0809      Assistant       97167.08
FirstName0810       LastName0810      Associate       60279.22
FirstName0811       LastName0811      Associate       97686.68
FirstName0812       LastName0812      Assistant       77208.51
FirstName0813       LastName0813      Associate       84809.34
FirstName0814       LastName0814      Assistant       67860.80
FirstName0815       LastName0815      Assistant       89231.46
FirstName0816       LastName0816      Assistant      102979.61
FirstName0817       LastName0817      Associate       68017.13
FirstName0818       LastName0818      Assistant      117711.74
FirstName0819       LastName0819      Assistant       66777.83
FirstName0820       LastName0820      Assistant      105936.79
FirstName0821       LastName0821      Assistant       52328.95
FirstName0822       LastName0822      Associate       79697.10
FirstName0823       LastName0823      Assistant       68303.64
FirstName0824       LastName0824      Associate       67481.13
FirstName0825       LastName0825      Assistant       78705.74
FirstName0826       LastName0826      Associate       79724.57
FirstName0827       LastName0827      Associate       69920.97
FirstName0828       LastName0828      Associate       94816.02
FirstName0829       LastName0829      Assistant       94943.57
FirstName0830       LastName0830      Assistant       65923.50
FirstName0831       LastName0831      Assistant       86593.75
FirstName0832       LastName0832      Assistant       60515.53
FirstName0833       LastName0833      Associate       96459.00
FirstName0834       LastName0834      Assistant       58390.51
FirstName0835       LastName0835      Assistant       74157.58
FirstName0836       LastName0836      Associate       98347.23
FirstName0837       LastName0837      Associate       85986.08
FirstName0838       LastName0838      Assistant       65543.19
FirstName0839       LastName0839      Assistant       65290.74
FirstName0840       LastName0840      Assistant       52586.44
FirstName0841       LastName0841      Assistant       74297.22
FirstName0842       LastName0842      Assistant       60717.77
FirstName0843       LastName0843      Assistant       75759.79
FirstName0844       LastName0844      Associate       87374.85
FirstName0845       LastName0845      Assistant      117982.82
FirstName0846       LastName0846      Assistant       66567.02
FirstName0847       LastName0847      Assistant       56230.29
FirstName0848       LastName0848      Assistant      127670.78
FirstName0849       LastName0849      Associate       69685.95
FirstName0850       LastName0850      Assistant       84912.30
FirstName0851       LastName0851      Associate       69021.97
FirstName0852       LastName0852      Assistant       69820.99
FirstName0853       LastName0853      Assistant      104429.76
FirstName0854       LastName0854      Associate       68845.68
FirstName0855       LastName0855      Associate       68477.94
FirstName0856       LastName0856      Assistant       69768.36
FirstName0857       LastName0857      Assistant      103273.76
FirstName0858       LastName0858      Associate       93032.24
FirstName0859       LastName0859      Assistant       67636.87
FirstName0860       LastName0860      Assistant      111471.26
FirstName0861       LastName0861      Assistant       59863.44
FirstName0862       LastName0862      Assistant       91875.88
FirstName0863       LastName0863      Associate       66272.69
FirstName0864       LastName0864      Assistant       58933.94
FirstName0865       LastName0865      Assistant      123039.06
FirstName0866       LastName0866      Assistant       82558.13
FirstName0867       LastName0867      Assistant       79514.85
FirstName0868       LastName0868      Assistant      125282.34
FirstName0869       LastName0869      Assistant       76134.86
FirstName0870       LastName0870      Associate       79725.41
FirstName0871       LastName0871      Assistant       79726.79
FirstName0872       LastName0872      Associate       92295.22
FirstName0873       LastName0873      Associate       92673.78
FirstName0874       LastName0874      Assistant       53657.45
FirstName0875       LastName0875      Assistant      108853.87
FirstName0876       LastName0876      Assistant      116120.96
FirstName0877       LastName0877      Associate       70044.09
FirstName0878       LastName0878      Associate       83095.67
FirstName0879       LastName0879      Associate       65227.27
FirstName0880       LastName0880      Associate       99485.68
FirstName0881       LastName0881      Assistant       79840.97
FirstName0882       LastName0882      Associate       64028.96
FirstName0883       LastName0883      Assistant      101042.94
FirstName0884       LastName0884      Assistant       54523.74
FirstName0885       LastName0885      Assistant      128311.69
FirstName0886       LastName0886      Assistant       70582.37
FirstName0887       LastName0887      Associate       87223.45
FirstName0888       LastName0888      Associate       86900.60
FirstName0889       LastName0889      Associate       94702.08
FirstName0890       LastName0890      Assistant       53447.87
FirstName0891       LastName0891      Associate       71094.00
FirstName0892       LastName0892      Associate       87458.17
FirstName0893       LastName0893      Assistant       62336.76
FirstName0894       LastName0894      Associate       99772.53
FirstName0895       LastName0895      Assistant       56579.44
FirstName0896       LastName0896      Associate       81341.25
FirstName0897       LastName0897      Associate       86161.74
FirstName0898       LastName0898      Assistant       52526.72
FirstName0899       LastName0899      Associate       69311.39
FirstName0900       LastName0900      Associate       71738.25
FirstName0901       LastName0901      Assistant       89378.27
FirstName0902       LastName0902      Associate       77970.87
FirstName0903       LastName0903      Associate       86107.69
FirstName0904       LastName0904      Assistant       75128.80
FirstName0905       LastName0905      Assistant       60098.88
FirstName0906       LastName0906      Assistant       87088.34
FirstName0907       LastName0907      Associate       64208.89
FirstName0908       LastName0908      Assistant      100634.43
FirstName0909       LastName0909      Assistant       60778.72
FirstName0910       LastName0910      Assistant      129863.49
FirstName0911       LastName0911      Assistant      109808.55
FirstName0912       LastName0912      Associate       93185.78
FirstName0913       LastName0913      Assistant       78768.06
FirstName0914       LastName0914      Assistant       85508.52
FirstName0915       LastName0915      Assistant       81032.06
FirstName0916       LastName0916      Associate       72498.40
FirstName0917       LastName0917      Assistant       64886.29
FirstName0918       LastName0918      Associate       92649.31
FirstName0919       LastName0919      Associate       61760.58
FirstName0920       LastName0920      Assistant       73100.50
FirstName0921       LastName0921      Assistant      112093.48
FirstName0922       LastName0922      Assistant      105054.37
FirstName0923       LastName0923      Assistant       81439.42
FirstName0924       LastName0924      Assistant       79755.92
FirstName0925       LastName0925      Associate       86164.31
FirstName0926       LastName0926      Assistant       51450.58
FirstName0927       LastName0927      Associate       62168.49
FirstName0928       LastName0928      Associate       95846.20
FirstName0929       LastName0929      Assistant       61795.09
FirstName0930       LastName0930      Associate       95514.25
FirstName0931       LastName0931      Assistant      112237.64
FirstName0932       LastName0932      Assistant       50926.72
FirstName0933       LastName0933      Assistant       55562.52
FirstName0934       LastName0934      Associate       81664.59
FirstName0935       LastName0935      Assistant       57021.10
FirstName0936       LastName0936      Assistant       77311.19
FirstName0937       LastName0937      Associate       84799.76
FirstName0938       LastName0938      Assistant       91459.90
FirstName0939       LastName0939      Assistant       94634.47
FirstName0940       LastName0940      Associate       60742.63
FirstName0941       LastName0941      Assistant       63033.41
FirstName0942       LastName0942      Associate       63660.23
FirstName0943       LastName0943      Assistant       57239.86
FirstName0944       LastName0944      Assistant      123119.23
FirstName0945       LastName0945      Assistant      129123.67
FirstName0946       LastName0946      Assistant       65872.85
FirstName0947       LastName0947      Associate       95907.04
FirstName0948       LastName0948      Assistant       55410.46
FirstName0949       LastName0949      Assistant       91508.47
FirstName0950       LastName0950      Assistant       70643.58
FirstName0951       LastName0951      Assistant       67173.84
FirstName0952       LastName0952      Associate       63853.19
FirstName0953       LastName0953      Associate       98394.78
FirstName0954       LastName0954      Associate       77059.47
FirstName0955       LastName0955      Assistant       70555.52
FirstName0956       LastName0956      Assistant       93207.29
FirstName0957       LastName0957      Associate       69613.08
FirstName0958       LastName0958      Associate       70676.80
FirstName0959       LastName0959      Assistant       76399.88
FirstName0960       LastName0960      Assistant       89961.06
FirstName0961       LastName0961      Associate       71183.26
FirstName0962       LastName0962      Associate       65262.82
FirstName0963       LastName0963      Associate       61570.50
FirstName0964       LastName0964      Assistant       71198.31
FirstName0965       LastName0965      Associate       68686.87
FirstName0966       LastName0966      Associate       78536.41
FirstName0967       LastName0967      Assistant       94621.15
FirstName0968       LastName0968      Assistant       73717.05
FirstName0969       LastName0969      Assistant      104527.90
FirstName0970       LastName0970      Assistant       65586.79
FirstName0971       LastName0971      Assistant       74542.93
FirstName0972       LastName0972      Assistant       55247.16
FirstName0973       LastName0973      Assistant       52529.15
FirstName0974       LastName0974      Assistant       76151.25
FirstName0975       LastName0975      Associate       87450.21
FirstName0976       LastName0976      Assistant       99814.28
FirstName0977       LastName0977      Assistant       64462.73
FirstName0978       LastName0978      Associate       75951.36
FirstName0979       LastName0979      Assistant      121171.73
FirstName0980       LastName0980      Associate       73011.72
FirstName0981       LastName0981      Assistant      125333.51
FirstName0982       LastName0982      Assistant       59210.82
FirstName0983       LastName0983      Associate       62386.16
FirstName0984       LastName0984      Assistant       84910.10
FirstName0985       LastName0985      Associate       80355.31
FirstName0986       LastName0986      Assistant      127944.43
FirstName0987       LastName0987      Associate       84736.51
FirstName0988       LastName0988      Associate       97487.70
FirstName0989       LastName0989      Assistant       73182.95
FirstName0990       LastName0990      Associate       82882.65
FirstName0991       LastName0991      Assistant       72768.90
FirstName0992       LastName0992      Assistant       95714.98
FirstName0993       LastName0993      Assistant      120770.13
FirstName0994       LastName0994      Assistant       79860.82
FirstName0995       LastName0995      Assistant       77631.17
FirstName0996       LastName0996      Associate       73100.70
FirstName0997       LastName0997      Associate       76840.36
FirstName0998       LastName0998      Associate       69092.05
FirstName0999       LastName0999      Assistant      119372.44
FirstName1000       LastName1000      Assistant       96263.27
FirstName1001       LastName1001      Associate       94305.82
